player_name,age,games,games_played,minutes,minutes_90s,shots,passes,passes_total_distance,tackles,tackles_won,blocks,interceptions,touches,passes_received,fouls,fouled,aerials_won,aerials_lost,n_injuries,n_severe_injuries,currently_injured,position_DF,position_FW,position_GK,position_MF
Richarlison,29.69863014,2,2,179,2,4,128,2087,1,0,2,1,139,99,1,0,3,3,3,1,1,1,0,0,0
Richarlison,29.69863014,2,2,179,2,4,128,2087,1,0,2,1,139,99,1,0,3,3,3,1,1,1,0,0,0
Richarlison,29.69863014,2,2,179,2,4,128,2087,1,0,2,1,139,99,1,0,3,3,3,1,1,1,0,0,0
Richarlison,29.69863014,2,2,179,2,4,128,2087,1,0,2,1,139,99,1,0,3,3,3,1,1,1,0,0,0
Richarlison,29.69863014,2,2,179,2,4,128,2087,1,0,2,1,139,99,1,0,3,3,3,1,1,1,0,0,0
Richarlison,29.69863014,2,2,179,2,4,128,2087,1,0,2,1,139,99,1,0,3,3,3,1,1,1,0,0,0
Richarlison,29.69863014,2,2,179,2,4,128,2087,1,0,2,1,139,99,1,0,3,3,3,1,1,1,0,0,0
Richarlison,29.69863014,2,2,179,2,4,128,2087,1,0,2,1,139,99,1,0,3,3,3,1,1,1,0,0,0
Emiliano Martínez,29.70410959,13,13,1170,13,1,591,9895,7,2,14,18,710,450,11,7,22,12,4,2,0,1,0,0,0
Robin Olsen,25.09041096,15,14,1261,14,3,673,10399,19,6,13,12,787,545,5,23,27,17,4,0,0,1,0,0,0
Diego Carlos,26.62191781,2,2,159,1.8,1,84,1384,2,1,4,3,103,53,0,0,2,4,0,0,0,1,0,0,0
Tyrone Mings,27.84657534,3,1,101,1.1,0,76,1168,2,2,3,3,87,59,3,0,1,1,6,1,0,1,0,0,0
Ezri Konsa,29.35068493,10,9,811,9,4,517,6372,20,7,10,12,602,349,9,17,16,10,15,0,0,1,0,0,0
Jan Bednarek,28.59726027,2,1,53,0.6,0,24,241,1,1,0,0,29,4,1,1,4,1,15,1,0,1,0,0,0
Calum Chambers,37.38082192,11,7,729,8.1,6,407,5402,19,12,10,10,482,242,11,3,9,4,12,2,0,1,0,0,0
Lucas Digne,25.30136986,13,12,1028,11.4,6,556,7239,25,14,9,18,668,365,11,8,6,6,2,1,0,1,0,0,0
Ludwig Augustinsson,24.54794521,14,10,930,10.3,8,548,7792,25,15,15,16,647,368,17,12,12,9,3,0,0,0,0,0,1
Ashley Young,23.00547945,9,8,669,7.4,2,395,5559,30,13,15,4,476,279,17,8,10,9,6,1,1,0,0,0,1
Ashley Young,23.00547945,9,8,669,7.4,2,395,5559,30,13,15,4,476,279,17,8,10,9,6,1,1,0,0,0,1
Ashley Young,23.00547945,9,8,669,7.4,2,395,5559,30,13,15,4,476,279,17,8,10,9,6,1,1,0,0,0,1
Ashley Young,23.00547945,9,8,669,7.4,2,395,5559,30,13,15,4,476,279,17,8,10,9,6,1,1,0,0,0,1
Ashley Young,23.00547945,9,8,669,7.4,2,395,5559,30,13,15,4,476,279,17,8,10,9,6,1,1,0,0,0,1
Ashley Young,23.00547945,9,8,669,7.4,2,395,5559,30,13,15,4,476,279,17,8,10,9,6,1,1,0,0,0,1
Ashley Young,23.00547945,9,8,669,7.4,2,395,5559,30,13,15,4,476,279,17,8,10,9,6,1,1,0,0,0,1
Ashley Young,23.00547945,9,8,669,7.4,2,395,5559,30,13,15,4,476,279,17,8,10,9,6,1,1,0,0,0,1
Ashley Young,23.00547945,9,8,669,7.4,2,395,5559,30,13,15,4,476,279,17,8,10,9,6,1,1,0,0,0,1
Ashley Young,23.00547945,9,8,669,7.4,2,395,5559,30,13,15,4,476,279,17,8,10,9,6,1,1,0,0,0,1
Ashley Young,23.00547945,9,8,669,7.4,2,395,5559,30,13,15,4,476,279,17,8,10,9,6,1,1,0,0,0,1
Ashley Young,23.00547945,9,8,669,7.4,2,395,5559,30,13,15,4,476,279,17,8,10,9,6,1,1,0,0,0,1
Ashley Young,23.00547945,9,8,669,7.4,2,395,5559,30,13,15,4,476,279,17,8,10,9,6,1,1,0,0,0,1
Ashley Young,23.00547945,9,8,669,7.4,2,395,5559,30,13,15,4,476,279,17,8,10,9,6,1,1,0,0,0,1
Ashley Young,23.00547945,9,8,669,7.4,2,395,5559,30,13,15,4,476,279,17,8,10,9,6,1,1,0,0,0,1
Ashley Young,23.00547945,9,8,669,7.4,2,395,5559,30,13,15,4,476,279,17,8,10,9,6,1,1,0,0,0,1
Ashley Young,23.00547945,9,8,669,7.4,2,395,5559,30,13,15,4,476,279,17,8,10,9,6,1,1,0,0,0,1
Matty Cash,27.61369863,8,3,300,3.3,1,113,1481,10,3,9,6,152,77,1,0,2,5,6,0,0,0,0,0,1
Douglas Luiz,28.10410959,15,12,1056,11.7,18,477,6647,38,24,24,11,615,391,20,24,13,7,7,1,0,0,0,0,1
Boubacar Kamara,21.49589041,15,12,1021,11.3,10,413,4751,31,19,28,13,556,361,14,22,5,14,0,0,0,0,0,0,1
Leander Dendoncker,25.29589041,14,11,827,9.2,17,239,2290,6,3,6,2,343,236,15,7,12,30,8,1,0,0,1,0,1
John McGinn,30.45479452,12,6,571,6.3,16,286,3081,9,6,5,2,357,270,11,8,3,9,15,2,1,0,1,0,1
John McGinn,30.45479452,12,6,571,6.3,16,286,3081,9,6,5,2,357,270,11,8,3,9,15,2,1,0,1,0,1
John McGinn,30.45479452,12,6,571,6.3,16,286,3081,9,6,5,2,357,270,11,8,3,9,15,2,1,0,1,0,1
John McGinn,30.45479452,12,6,571,6.3,16,286,3081,9,6,5,2,357,270,11,8,3,9,15,2,1,0,1,0,1
John McGinn,30.45479452,12,6,571,6.3,16,286,3081,9,6,5,2,357,270,11,8,3,9,15,2,1,0,1,0,1
John McGinn,30.45479452,12,6,571,6.3,16,286,3081,9,6,5,2,357,270,11,8,3,9,15,2,1,0,1,0,1
John McGinn,30.45479452,12,6,571,6.3,16,286,3081,9,6,5,2,357,270,11,8,3,9,15,2,1,0,1,0,1
John McGinn,30.45479452,12,6,571,6.3,16,286,3081,9,6,5,2,357,270,11,8,3,9,15,2,1,0,1,0,1
John McGinn,30.45479452,12,6,571,6.3,16,286,3081,9,6,5,2,357,270,11,8,3,9,15,2,1,0,1,0,1
John McGinn,30.45479452,12,6,571,6.3,16,286,3081,9,6,5,2,357,270,11,8,3,9,15,2,1,0,1,0,1
John McGinn,30.45479452,12,6,571,6.3,16,286,3081,9,6,5,2,357,270,11,8,3,9,15,2,1,0,1,0,1
John McGinn,30.45479452,12,6,571,6.3,16,286,3081,9,6,5,2,357,270,11,8,3,9,15,2,1,0,1,0,1
John McGinn,30.45479452,12,6,571,6.3,16,286,3081,9,6,5,2,357,270,11,8,3,9,15,2,1,0,1,0,1
John McGinn,30.45479452,12,6,571,6.3,16,286,3081,9,6,5,2,357,270,11,8,3,9,15,2,1,0,1,0,1
John McGinn,30.45479452,12,6,571,6.3,16,286,3081,9,6,5,2,357,270,11,8,3,9,15,2,1,0,1,0,1
John McGinn,30.45479452,12,6,571,6.3,16,286,3081,9,6,5,2,357,270,11,8,3,9,15,2,1,0,1,0,1
John McGinn,30.45479452,12,6,571,6.3,16,286,3081,9,6,5,2,357,270,11,8,3,9,15,2,1,0,1,0,1
Jacob Ramsey,26.90410959,14,13,1172,13,27,280,2510,10,6,9,5,407,305,11,14,32,50,0,0,0,0,1,0,0
Morgan Sanson,30.34246575,14,8,726,8.1,22,141,1241,8,4,7,1,222,154,7,5,13,10,11,2,0,0,1,0,0
Leon Bailey,21.34794521,6,0,49,0.5,0,12,108,0,0,0,0,15,11,2,1,0,0,0,0,0,0,1,0,1
Philippe Coutinho,29.74246575,2,0,107,1.2,0,42,852,0,0,0,0,43,27,1,0,0,0,3,0,0,0,0,1,0
Ollie Watkins,28.07945205,14,14,1184,13.2,10,576,9703,4,2,6,13,690,441,6,3,31,4,11,2,0,1,0,0,0
Danny Ings,26.65753425,1,0,76,0.8,1,50,803,1,1,1,1,56,43,0,0,1,0,9,2,0,1,0,0,0
Cameron Archer,26.17808219,13,13,1170,13,5,675,10133,22,12,8,20,785,482,16,8,15,21,12,1,0,1,0,0,0
Alphonse Areola,32.55616438,5,5,450,5,2,203,3619,7,5,5,3,244,147,5,3,7,4,2,1,0,1,0,0,0
Kurt Zouma,34.50958904,2,0,27,0.3,0,8,89,1,0,2,0,13,4,0,0,1,1,10,2,0,1,0,0,0
Nayef Aguerd,23.8630137,12,11,899,10,9,565,7118,24,12,11,9,672,405,11,14,12,16,8,1,0,1,0,0,0
Thilo Kehrer,32.94520548,14,14,1240,13.8,5,867,11118,13,6,13,14,950,583,7,5,22,13,15,1,0,1,0,0,0
Craig Dawson,22.83561644,7,6,488,5.4,0,321,4447,10,6,7,5,373,208,1,2,8,5,1,0,0,1,0,0,0
Angelo Ogbonna,23.8630137,15,15,1350,15,17,937,15176,36,16,20,24,1078,742,8,4,15,10,1,0,0,0,0,0,1
Emerson,23.84657534,6,3,265,2.9,2,102,1085,3,2,9,1,127,88,2,4,3,3,2,1,0,0,0,0,1
Aaron Cresswell,25.24657534,8,7,587,6.5,19,300,3500,18,15,12,5,390,275,16,6,15,6,2,0,0,0,1,0,1
Ben Johnson,26.75616438,14,9,776,8.6,12,399,5139,13,7,7,9,476,325,8,4,5,11,2,0,0,0,1,0,1
Declan Rice,29.77534247,5,1,126,1.4,2,83,1099,0,0,1,0,89,71,1,0,0,1,13,1,0,0,1,0,1
Conor Coventry,27.29315068,13,7,751,8.3,28,293,3418,8,3,9,3,400,294,3,6,1,3,1,0,0,0,1,0,1
Flynn Downes,26.16164384,5,1,91,1,4,30,266,4,1,0,0,42,32,2,2,2,3,12,0,0,0,1,0,0
Lucas Paquetá,25.93150685,15,15,1340,14.9,32,376,4210,22,10,20,11,542,334,6,28,11,26,1,0,0,0,1,0,0
Pablo Fornals,23.89863014,13,9,755,8.4,25,149,1721,8,3,3,2,227,166,14,8,12,17,5,0,0,0,1,0,0
Manuel Lanzini,32.6630137,14,6,607,6.7,14,118,899,3,2,5,2,191,159,11,14,16,25,15,3,0,0,1,0,0
Saïd Benrahma,30.60273973,15,15,1350,15,0,384,7050,0,0,0,0,424,138,0,0,1,0,4,1,0,0,0,1,0
Maxwel Cornet,22.86849315,13,12,1057,11.7,6,575,10085,14,9,13,11,674,423,5,3,25,9,3,0,0,1,0,0,0
Jarrod Bowen,30.54794521,15,14,1224,13.6,9,640,9119,18,12,12,15,780,418,15,1,32,14,5,0,0,1,0,0,0
Gianluca Scamacca,30.93150685,14,14,1243,13.8,16,699,10471,16,6,23,20,854,485,8,10,34,19,15,2,0,1,0,0,0
Michail Antonio,29.03835616,4,1,107,1.2,1,26,433,1,0,3,0,41,21,4,2,4,1,14,1,0,1,0,0,0
Nick Pope,27.18630137,10,4,426,4.7,1,283,3539,11,8,4,7,313,166,7,2,9,7,10,1,0,1,0,0,0
Sven Botman,24.83287671,1,0,8,0.1,0,12,163,0,0,0,0,12,11,0,0,0,0,9,2,0,1,0,0,0
Dan Burn,32.18356164,15,15,1324,14.7,6,1031,14517,29,22,20,20,1143,598,12,10,18,15,7,1,0,1,0,0,0
Fabian Schär,28.55890411,1,0,11,0.1,0,7,68,1,0,0,0,7,5,0,0,0,0,8,0,0,1,0,0,0
Jamaal Lascelles,25.02465753,12,12,992,11,10,637,8998,31,14,15,15,772,573,17,33,4,4,2,0,0,0,0,0,1
Matt Targett,23.26575342,15,13,1114,12.4,26,442,5596,27,17,23,12,599,414,16,9,7,10,4,0,0,0,0,0,1
Jamal Lewis,25.07123288,15,11,1056,11.7,12,490,6516,17,10,20,7,594,395,14,10,8,9,4,1,0,0,0,0,1
Kieran Trippier,30.74246575,3,0,37,0.4,0,26,442,1,0,1,0,28,17,1,0,0,0,15,3,0,0,0,0,1
Emil Krafth,26.28219178,13,12,1060,11.8,19,488,5765,33,21,24,16,662,432,22,12,23,26,13,0,0,0,1,0,1
Javier Manquillo,28.7890411,15,15,1255,13.9,37,482,5387,24,14,13,2,647,459,9,13,4,3,10,0,0,0,1,0,0
Bruno Guimarães,20.05205479,7,0,103,1.1,4,50,577,5,3,4,2,88,52,2,7,3,2,1,0,0,0,1,0,1
Joe Willock,25.70684932,7,4,378,4.2,12,147,1639,0,0,0,4,197,154,3,8,1,0,15,1,0,0,1,0,0
Sean Longstaff,28.75068493,8,3,313,3.5,6,122,1228,2,2,3,0,149,107,3,10,0,2,14,1,0,0,1,0,0
Jonjo Shelvey,27.75068493,15,5,489,5.4,12,164,1467,8,3,6,1,214,155,7,2,1,3,0,0,0,0,1,0,0
Matt Ritchie,23.17808219,3,3,242,2.7,7,35,311,4,2,3,1,61,40,4,3,4,6,10,1,0,0,1,0,0
Joelinton,30.74246575,11,10,787,8.7,27,106,931,4,1,1,1,188,136,11,9,11,22,14,3,0,0,1,0,0
Miguel Almirón,30.96712329,14,2,272,3,5,68,507,4,3,2,0,94,64,4,3,15,15,10,1,0,0,1,0,0
Elliot Anderson,29.42739726,15,15,1350,15,0,567,9914,0,0,0,0,602,293,0,4,3,0,3,1,0,0,0,1,0
Allan Saint-Maximin,24.64657534,9,9,810,9,3,633,10311,25,12,12,9,730,523,10,4,18,13,1,0,0,1,0,0,0
Ryan Fraser,27.92876712,12,10,915,10.2,3,646,10290,13,5,11,7,734,531,4,3,19,19,6,4,0,1,0,0,0
Jacob Murphy,34.89315068,9,9,810,9,1,672,12037,10,4,6,16,753,547,7,4,20,11,15,1,0,1,0,0,0
Alexander Isak,21.46027397,4,3,273,3,0,186,2363,5,4,5,5,214,116,2,3,4,5,0,0,0,1,0,0,0
Callum Wilson,26.97260274,14,13,1191,13.2,8,704,7786,28,18,16,14,841,510,12,4,21,25,6,1,0,1,0,0,0
Chris Wood,24.75342466,14,14,1252,13.9,5,819,10404,20,18,24,15,968,568,8,29,23,32,1,1,0,1,0,0,0
Danny Ward,25.94246575,10,7,638,7.1,2,426,5574,16,12,11,14,495,328,11,3,5,7,8,2,0,1,0,0,1
Wout Faes,23.74246575,11,9,668,7.4,1,375,5121,30,21,3,12,453,299,11,8,8,8,0,0,0,0,0,0,1
Daniel Amartey,30.42465753,6,0,152,1.7,1,81,966,0,0,4,4,93,64,1,2,0,1,8,2,0,0,0,0,1
Jonny Evans,25.55342466,15,14,1165,12.9,14,851,11876,34,17,21,12,982,713,15,9,12,6,3,0,0,0,0,0,1
Luke Thomas,24.21917808,15,14,1134,12.6,11,602,7458,17,10,21,13,731,536,13,14,10,7,1,0,0,0,0,0,1
Timothy Castagne,28.53424658,7,2,266,3,1,89,964,9,7,4,1,120,74,4,3,0,6,14,2,0,0,0,0,1
James Justin,33.01917808,3,0,31,0.3,1,20,150,2,0,3,0,28,17,0,1,1,0,5,3,0,0,0,0,1
Wilfred Ndidi,24.96164384,13,13,1086,12.1,32,321,2884,11,8,13,2,467,372,11,14,11,24,1,1,0,0,0,0,1
Boubakary Soumaré,26.00547945,13,13,1098,12.2,39,577,7657,25,10,7,9,698,543,15,29,2,6,14,1,1,0,1,0,1
Boubakary Soumaré,26.00547945,13,13,1098,12.2,39,577,7657,25,10,7,9,698,543,15,29,2,6,14,1,1,0,1,0,1
Boubakary Soumaré,26.00547945,13,13,1098,12.2,39,577,7657,25,10,7,9,698,543,15,29,2,6,14,1,1,0,1,0,1
Boubakary Soumaré,26.00547945,13,13,1098,12.2,39,577,7657,25,10,7,9,698,543,15,29,2,6,14,1,1,0,1,0,1
Boubakary Soumaré,26.00547945,13,13,1098,12.2,39,577,7657,25,10,7,9,698,543,15,29,2,6,14,1,1,0,1,0,1
Boubakary Soumaré,26.00547945,13,13,1098,12.2,39,577,7657,25,10,7,9,698,543,15,29,2,6,14,1,1,0,1,0,1
Boubakary Soumaré,26.00547945,13,13,1098,12.2,39,577,7657,25,10,7,9,698,543,15,29,2,6,14,1,1,0,1,0,1
Boubakary Soumaré,26.00547945,13,13,1098,12.2,39,577,7657,25,10,7,9,698,543,15,29,2,6,14,1,1,0,1,0,1
Boubakary Soumaré,26.00547945,13,13,1098,12.2,39,577,7657,25,10,7,9,698,543,15,29,2,6,14,1,1,0,1,0,1
Boubakary Soumaré,26.00547945,13,13,1098,12.2,39,577,7657,25,10,7,9,698,543,15,29,2,6,14,1,1,0,1,0,1
Boubakary Soumaré,26.00547945,13,13,1098,12.2,39,577,7657,25,10,7,9,698,543,15,29,2,6,14,1,1,0,1,0,1
Boubakary Soumaré,26.00547945,13,13,1098,12.2,39,577,7657,25,10,7,9,698,543,15,29,2,6,14,1,1,0,1,0,1
Boubakary Soumaré,26.00547945,13,13,1098,12.2,39,577,7657,25,10,7,9,698,543,15,29,2,6,14,1,1,0,1,0,1
Boubakary Soumaré,26.00547945,13,13,1098,12.2,39,577,7657,25,10,7,9,698,543,15,29,2,6,14,1,1,0,1,0,1
Boubakary Soumaré,26.00547945,13,13,1098,12.2,39,577,7657,25,10,7,9,698,543,15,29,2,6,14,1,1,0,1,0,1
Boubakary Soumaré,26.00547945,13,13,1098,12.2,39,577,7657,25,10,7,9,698,543,15,29,2,6,14,1,1,0,1,0,1
Boubakary Soumaré,26.00547945,13,13,1098,12.2,39,577,7657,25,10,7,9,698,543,15,29,2,6,14,1,1,0,1,0,1
Boubakary Soumaré,26.00547945,13,13,1098,12.2,39,577,7657,25,10,7,9,698,543,15,29,2,6,14,1,1,0,1,0,1
Boubakary Soumaré,26.00547945,13,13,1098,12.2,39,577,7657,25,10,7,9,698,543,15,29,2,6,14,1,1,0,1,0,1
Boubakary Soumaré,26.00547945,13,13,1098,12.2,39,577,7657,25,10,7,9,698,543,15,29,2,6,14,1,1,0,1,0,1
Nampalys Mendy,29.3260274,5,1,148,1.6,3,65,661,5,4,2,0,93,66,3,6,0,2,2,0,0,0,0,0,1
Youri Tielemans,24.12876712,14,7,642,7.1,18,141,1139,7,4,6,3,216,146,11,6,10,14,3,0,0,0,1,0,0
Kiernan Dewsbury-Hall,26.14520548,10,1,219,2.4,10,74,688,0,0,2,0,99,88,1,0,0,5,3,0,0,0,1,0,1
Dennis Praet,35.87123288,15,8,751,8.3,12,109,801,5,2,3,1,178,106,8,1,12,24,14,0,0,0,1,0,0
Marc Albrighton,28.72054795,14,14,1260,14,0,514,10009,0,0,0,2,570,234,1,0,3,3,4,1,0,0,0,1,0
Harvey Barnes,30.01643836,15,15,1350,15,10,735,12496,16,9,46,24,927,562,14,7,45,17,8,1,0,1,0,0,0
James Maddison,28.17260274,1,1,69,0.8,0,16,351,1,0,2,1,25,13,1,2,0,2,15,5,0,1,0,0,0
Ayoze Pérez,24.86027397,1,1,17,0.2,0,5,109,1,1,0,0,6,4,0,0,0,1,6,1,0,1,0,0,0
Patson Daka,29.74794521,14,14,1250,13.9,3,719,13292,8,5,10,8,824,576,7,10,14,16,1,0,0,1,0,0,0
Kelechi Iheanacho,26.09315068,4,3,320,3.6,3,148,2196,8,4,5,6,198,108,3,4,6,6,5,0,0,1,0,0,0
Jamie Vardy,29.87123288,1,0,23,0.3,0,4,21,0,0,0,0,10,3,1,0,0,1,4,0,0,1,0,0,0
Jordan Pickford,23.49315068,15,15,1283,14.3,5,687,8325,23,11,28,23,825,435,13,6,11,21,11,0,0,1,0,0,1
James Tarkowski,23.63013699,2,0,26,0.3,0,24,223,2,2,0,0,31,17,0,3,0,1,4,0,0,1,0,0,1
Yerry Mina,21.10958904,10,8,767,8.5,8,379,4289,34,14,14,10,491,243,5,5,6,8,5,1,0,1,0,0,1
Ben Godfrey,21.27671233,14,12,1035,11.5,15,384,5034,37,26,10,10,536,353,22,21,24,28,2,0,0,0,0,0,1
Conor Coady,21.70410959,6,0,142,1.6,2,79,970,6,5,2,4,101,54,4,0,2,1,1,0,0,0,0,0,1
Mason Holgate,29.89863014,7,2,186,2.1,2,94,961,6,4,2,0,108,69,2,0,4,4,5,2,0,0,0,0,1
Michael Keane,24.40547945,7,3,298,3.3,5,113,1401,8,5,3,3,154,87,2,3,5,10,3,1,0,0,0,0,1
Vitaliy Mykolenko,26.56438356,15,15,1332,14.8,13,632,8812,29,14,12,9,765,521,7,4,1,8,4,0,0,0,0,0,1
Rúben Vinagre,21.75068493,14,11,983,10.9,23,249,2702,28,18,17,2,399,256,17,15,8,26,0,0,0,0,1,0,0
Nathan Patterson,26.4109589,15,15,1284,14.3,29,462,5407,13,10,9,6,626,412,8,23,7,15,1,0,0,0,1,0,1
Amadou Onana,23.00821918,15,8,734,8.2,11,293,3400,27,18,12,7,403,243,2,5,4,9,4,0,0,1,1,0,0
James Garner,25.69589041,6,4,339,3.8,7,66,400,1,1,1,0,108,80,5,3,18,16,7,2,0,0,1,0,0
Abdoulaye Doucouré,26.28219178,10,6,553,6.1,13,115,1202,5,2,0,1,170,128,7,10,5,13,6,1,0,0,1,0,0
Tom Davies,33.19178082,7,1,109,1.2,4,29,203,0,0,1,0,36,32,4,0,7,6,3,1,0,0,1,0,0
Alex Iwobi,29.85479452,15,15,1350,15,0,498,8841,0,0,0,0,523,243,0,4,2,1,3,0,0,0,0,1,0
Anthony Gordon,21.57260274,12,12,1022,11.4,0,632,11772,14,7,17,13,741,507,10,5,15,15,3,0,0,1,0,0,0
Demarai Gray,25.50958904,15,15,1350,15,5,889,14281,14,6,26,14,1038,709,5,4,34,10,1,0,0,1,0,0,0
Dwight McNeil,29.02465753,13,8,675,7.5,1,329,4244,26,19,11,5,414,239,11,7,6,9,7,2,0,1,0,0,0
Dominic Calvert-Lewin,25.70410959,14,14,1260,14,25,875,15909,40,18,21,20,1042,667,12,6,11,14,4,0,0,1,0,0,1
Neal Maupay,24.24657534,12,11,857,9.5,15,325,4514,22,14,11,3,434,306,17,13,8,8,2,0,0,0,0,0,1
Salomón Rondón,21.26575342,8,4,384,4.3,3,125,1641,10,4,4,7,154,84,10,2,7,8,0,0,0,0,0,0,1
José Sá,36.21369863,13,11,997,11.1,9,634,10155,29,16,14,11,717,457,16,8,4,13,7,0,0,0,0,0,1
Nathan Collins,22.71506849,8,8,599,6.7,11,240,2905,8,6,2,3,318,225,5,7,0,3,7,2,0,0,1,0,1
Max Kilman,25.9890411,12,8,689,7.7,19,198,2256,7,5,4,1,271,196,10,23,7,11,5,1,0,0,1,0,1
Nélson Semedo,27.09589041,15,12,1020,11.3,24,374,4109,14,10,12,3,500,364,15,17,5,7,9,2,0,0,1,0,1
Rúben Neves,26.83287671,12,6,622,6.9,8,212,2064,6,2,6,0,298,226,7,12,17,8,12,1,0,0,1,0,1
Matheus Nunes,25.38630137,1,1,45,0.5,1,4,26,0,0,0,1,7,5,0,1,0,0,12,5,1,0,1,0,0
Matheus Nunes,25.38630137,1,1,45,0.5,1,4,26,0,0,0,1,7,5,0,1,0,0,12,5,1,0,1,0,0
Matheus Nunes,25.38630137,1,1,45,0.5,1,4,26,0,0,0,1,7,5,0,1,0,0,12,5,1,0,1,0,0
Matheus Nunes,25.38630137,1,1,45,0.5,1,4,26,0,0,0,1,7,5,0,1,0,0,12,5,1,0,1,0,0
Matheus Nunes,25.38630137,1,1,45,0.5,1,4,26,0,0,0,1,7,5,0,1,0,0,12,5,1,0,1,0,0
Matheus Nunes,25.38630137,1,1,45,0.5,1,4,26,0,0,0,1,7,5,0,1,0,0,12,5,1,0,1,0,0
Matheus Nunes,25.38630137,1,1,45,0.5,1,4,26,0,0,0,1,7,5,0,1,0,0,12,5,1,0,1,0,0
Matheus Nunes,25.38630137,1,1,45,0.5,1,4,26,0,0,0,1,7,5,0,1,0,0,12,5,1,0,1,0,0
Matheus Nunes,25.38630137,1,1,45,0.5,1,4,26,0,0,0,1,7,5,0,1,0,0,12,5,1,0,1,0,0
Matheus Nunes,25.38630137,1,1,45,0.5,1,4,26,0,0,0,1,7,5,0,1,0,0,12,5,1,0,1,0,0
Matheus Nunes,25.38630137,1,1,45,0.5,1,4,26,0,0,0,1,7,5,0,1,0,0,12,5,1,0,1,0,0
Matheus Nunes,25.38630137,1,1,45,0.5,1,4,26,0,0,0,1,7,5,0,1,0,0,12,5,1,0,1,0,0
Matheus Nunes,25.38630137,1,1,45,0.5,1,4,26,0,0,0,1,7,5,0,1,0,0,12,5,1,0,1,0,0
Matheus Nunes,25.38630137,1,1,45,0.5,1,4,26,0,0,0,1,7,5,0,1,0,0,12,5,1,0,1,0,0
Matheus Nunes,25.38630137,1,1,45,0.5,1,4,26,0,0,0,1,7,5,0,1,0,0,12,5,1,0,1,0,0
Matheus Nunes,25.38630137,1,1,45,0.5,1,4,26,0,0,0,1,7,5,0,1,0,0,12,5,1,0,1,0,0
Matheus Nunes,25.38630137,1,1,45,0.5,1,4,26,0,0,0,1,7,5,0,1,0,0,12,5,1,0,1,0,0
Matheus Nunes,25.38630137,1,1,45,0.5,1,4,26,0,0,0,1,7,5,0,1,0,0,12,5,1,0,1,0,0
Matheus Nunes,25.38630137,1,1,45,0.5,1,4,26,0,0,0,1,7,5,0,1,0,0,12,5,1,0,1,0,0
Matheus Nunes,25.38630137,1,1,45,0.5,1,4,26,0,0,0,1,7,5,0,1,0,0,12,5,1,0,1,0,0
Matheus Nunes,25.38630137,1,1,45,0.5,1,4,26,0,0,0,1,7,5,0,1,0,0,12,5,1,0,1,0,0
Boubacar Traoré,31.55890411,3,2,212,2.4,7,33,298,0,0,4,0,57,42,2,3,7,6,10,2,0,0,1,0,0
João Moutinho,34.13424658,6,5,412,4.6,16,48,428,0,0,2,0,88,68,7,2,12,17,15,2,0,0,1,0,0
Connor Ronan,20.76164384,15,15,1350,15,0,587,11686,1,0,0,1,629,311,0,0,7,0,0,0,0,0,0,1,0
Pedro Neto,23.60821918,14,14,1260,14,8,766,10585,38,21,37,15,950,487,18,1,29,13,4,1,0,1,0,0,0
Gonçalo Guedes,25.81369863,7,2,236,2.6,3,129,1670,5,2,7,3,165,76,3,2,4,5,10,2,0,1,0,0,0
Daniel Podence,25.17534247,13,10,851,9.5,20,399,4072,25,14,7,14,528,292,10,8,4,11,0,0,0,1,0,0,0
Adama Traoré,18.86849315,5,2,152,1.7,0,82,881,7,6,2,3,105,47,1,0,2,5,0,0,0,1,0,0,0
Sasa Kalajdzic,25.61917808,11,11,952,10.6,5,471,5008,21,12,15,10,597,319,9,16,10,11,5,0,0,1,0,0,0
Raúl Jiménez,18.88493151,7,6,557,6.2,4,257,4034,11,7,16,12,329,188,5,9,2,2,1,0,0,0,0,0,1
Diego Costa,23.71780822,9,6,450,5,3,193,2239,10,5,6,2,244,136,11,6,8,2,3,0,0,0,0,0,1
Gavin Bazunu,28.06575342,15,15,1350,15,12,882,11469,26,13,8,20,989,591,11,8,19,20,4,1,0,0,0,0,1
Mohammed Salisu,30.65753425,14,7,690,7.7,12,324,4069,13,7,9,3,397,283,7,11,5,5,15,0,0,0,1,0,1
Lyanco,25.24109589,7,4,412,4.6,0,207,2867,11,5,9,3,261,159,3,3,1,5,3,1,0,1,0,0,1
Romain Perraud,26.34794521,15,10,944,10.5,12,313,2898,28,19,12,5,452,284,7,10,23,31,4,1,0,0,1,0,1
Juan Larios,28.30958904,14,12,985,10.9,21,303,2931,22,13,19,9,455,243,18,8,15,20,8,0,0,0,1,0,1
Kyle Walker-Peters,24.44657534,10,5,526,5.8,2,203,2179,16,9,9,10,275,141,6,14,3,8,6,0,0,1,1,0,0
Roméo Lavia,19.82465753,8,0,159,1.8,2,56,550,2,2,0,2,86,65,0,5,3,3,0,0,0,0,1,0,1
Ibrahima Diallo,33.69589041,3,1,113,1.3,0,24,196,2,1,0,1,36,22,2,0,0,0,15,1,0,0,1,0,1
James Ward-Prowse,25.7890411,14,11,869,9.7,16,219,2520,8,4,13,2,314,192,8,5,2,13,2,0,0,0,1,0,0
Stuart Armstrong,25.01917808,14,14,1260,14,0,480,8890,0,0,0,1,508,272,0,0,2,0,0,0,0,0,0,1,0
